,layer_name,sample_id,num_of_injection,misclassifications,experiment
33,classes_block2_conv2,3,128,0,Ranger_Ranger_Layer
34,classes_block2_conv2,4,128,0,Ranger_Ranger_Layer
35,classes_block2_conv2,5,128,0,Ranger_Ranger_Layer
36,classes_block2_conv2,6,128,0,Ranger_Ranger_Layer
37,classes_block2_conv2,7,128,0,Ranger_Ranger_Layer
38,classes_block2_conv2,8,128,0,Ranger_Ranger_Layer
39,classes_block2_conv2,9,128,0,Ranger_Ranger_Layer
40,classes_block3_conv1,0,128,0,Ranger_Ranger_Layer
41,classes_block3_conv1,1,128,0,Ranger_Ranger_Layer
42,classes_block3_conv1,2,128,0,Ranger_Ranger_Layer
43,classes_block3_conv1,3,128,0,Ranger_Ranger_Layer
44,classes_block3_conv1,4,128,0,Ranger_Ranger_Layer
45,classes_block3_conv1,5,128,0,Ranger_Ranger_Layer
46,classes_block3_conv1,6,128,0,Ranger_Ranger_Layer
47,classes_block3_conv1,7,128,0,Ranger_Ranger_Layer
48,classes_block3_conv1,8,128,0,Ranger_Ranger_Layer
49,classes_block3_conv1,9,128,0,Ranger_Ranger_Layer
50,classes_block3_conv2,0,128,0,Ranger_Ranger_Layer
51,classes_block3_conv2,1,128,0,Ranger_Ranger_Layer
52,classes_block3_conv2,2,128,0,Ranger_Ranger_Layer
53,classes_block3_conv2,3,128,0,Ranger_Ranger_Layer
54,classes_block3_conv2,4,128,0,Ranger_Ranger_Layer
55,classes_block3_conv2,5,128,0,Ranger_Ranger_Layer
56,classes_block3_conv2,6,128,0,Ranger_Ranger_Layer
57,classes_block3_conv2,7,128,0,Ranger_Ranger_Layer
58,classes_block3_conv2,8,128,0,Ranger_Ranger_Layer
59,classes_block3_conv2,9,128,0,Ranger_Ranger_Layer
60,classes_block3_conv3,0,128,0,Ranger_Ranger_Layer
61,classes_block3_conv3,1,128,0,Ranger_Ranger_Layer
62,classes_block3_conv3,2,128,0,Ranger_Ranger_Layer
63,classes_block3_conv3,3,128,0,Ranger_Ranger_Layer
64,classes_block3_conv3,4,128,0,Ranger_Ranger_Layer
65,classes_block3_conv3,5,128,0,Ranger_Ranger_Layer
66,classes_block3_conv3,6,128,0,Ranger_Ranger_Layer
67,classes_block3_conv3,7,128,0,Ranger_Ranger_Layer
68,classes_block3_conv3,8,128,0,Ranger_Ranger_Layer
69,classes_block3_conv3,9,128,0,Ranger_Ranger_Layer
70,classes_block3_conv4,0,128,0,Ranger_Ranger_Layer
71,classes_block3_conv4,1,128,0,Ranger_Ranger_Layer
72,classes_block3_conv4,2,128,0,Ranger_Ranger_Layer
73,classes_block3_conv4,3,128,0,Ranger_Ranger_Layer
74,classes_block3_conv4,4,128,0,Ranger_Ranger_Layer
75,classes_block3_conv4,5,128,0,Ranger_Ranger_Layer
76,classes_block3_conv4,6,128,0,Ranger_Ranger_Layer
77,classes_block3_conv4,7,128,0,Ranger_Ranger_Layer
78,classes_block3_conv4,8,128,0,Ranger_Ranger_Layer
79,classes_block3_conv4,9,128,0,Ranger_Ranger_Layer
80,classes_block4_conv1,0,128,0,Ranger_Ranger_Layer
81,classes_block4_conv1,1,128,0,Ranger_Ranger_Layer
82,classes_block4_conv1,2,128,0,Ranger_Ranger_Layer
83,classes_block4_conv1,3,128,0,Ranger_Ranger_Layer
84,classes_block4_conv1,4,128,0,Ranger_Ranger_Layer
85,classes_block4_conv1,5,128,0,Ranger_Ranger_Layer
86,classes_block4_conv1,6,128,0,Ranger_Ranger_Layer
87,classes_block4_conv1,7,128,0,Ranger_Ranger_Layer
88,classes_block4_conv1,8,128,0,Ranger_Ranger_Layer
89,classes_block4_conv1,9,128,0,Ranger_Ranger_Layer
90,classes_block4_conv2,0,128,0,Ranger_Ranger_Layer
91,classes_block4_conv2,1,128,0,Ranger_Ranger_Layer
92,classes_block4_conv2,2,128,0,Ranger_Ranger_Layer
93,classes_block4_conv2,3,128,0,Ranger_Ranger_Layer
94,classes_block4_conv2,4,128,0,Ranger_Ranger_Layer
95,classes_block4_conv2,5,128,0,Ranger_Ranger_Layer
96,classes_block4_conv2,6,128,0,Ranger_Ranger_Layer
97,classes_block4_conv2,7,128,0,Ranger_Ranger_Layer
98,classes_block4_conv2,8,128,0,Ranger_Ranger_Layer
99,classes_block4_conv2,9,128,0,Ranger_Ranger_Layer
100,classes_block4_conv3,0,128,0,Ranger_Ranger_Layer
101,classes_block4_conv3,1,128,0,Ranger_Ranger_Layer
102,classes_block4_conv3,2,128,0,Ranger_Ranger_Layer
103,classes_block4_conv3,3,128,0,Ranger_Ranger_Layer
104,classes_block4_conv3,4,128,0,Ranger_Ranger_Layer
105,classes_block4_conv3,5,128,0,Ranger_Ranger_Layer
106,classes_block4_conv3,6,128,0,Ranger_Ranger_Layer
107,classes_block4_conv3,7,128,0,Ranger_Ranger_Layer
108,classes_block4_conv3,8,128,0,Ranger_Ranger_Layer
109,classes_block4_conv3,9,128,0,Ranger_Ranger_Layer
110,classes_block4_conv4,0,128,0,Ranger_Ranger_Layer
111,classes_block4_conv4,1,128,1,Ranger_Ranger_Layer
112,classes_block4_conv4,2,128,0,Ranger_Ranger_Layer
113,classes_block4_conv4,3,128,0,Ranger_Ranger_Layer
114,classes_block4_conv4,4,128,1,Ranger_Ranger_Layer
115,classes_block4_conv4,5,128,0,Ranger_Ranger_Layer
116,classes_block4_conv4,6,128,0,Ranger_Ranger_Layer
117,classes_block4_conv4,7,128,0,Ranger_Ranger_Layer
118,classes_block4_conv4,8,128,0,Ranger_Ranger_Layer
119,classes_block4_conv4,9,128,0,Ranger_Ranger_Layer
120,classes_block5_conv1,0,128,0,Ranger_Ranger_Layer
121,classes_block5_conv1,1,128,1,Ranger_Ranger_Layer
122,classes_block5_conv1,2,128,0,Ranger_Ranger_Layer
123,classes_block5_conv1,3,128,1,Ranger_Ranger_Layer
124,classes_block5_conv1,4,128,1,Ranger_Ranger_Layer
125,classes_block5_conv1,5,128,0,Ranger_Ranger_Layer
126,classes_block5_conv1,6,128,0,Ranger_Ranger_Layer
127,classes_block5_conv1,7,128,0,Ranger_Ranger_Layer
128,classes_block5_conv1,8,128,0,Ranger_Ranger_Layer
129,classes_block5_conv1,9,128,0,Ranger_Ranger_Layer
130,classes_block5_conv2,0,128,1,Ranger_Ranger_Layer
131,classes_block5_conv2,1,128,0,Ranger_Ranger_Layer
132,classes_block5_conv2,2,128,0,Ranger_Ranger_Layer
133,classes_block5_conv2,3,128,2,Ranger_Ranger_Layer
134,classes_block5_conv2,4,128,1,Ranger_Ranger_Layer
135,classes_block5_conv2,5,128,0,Ranger_Ranger_Layer
136,classes_block5_conv2,6,128,1,Ranger_Ranger_Layer
137,classes_block5_conv2,7,128,2,Ranger_Ranger_Layer
138,classes_block5_conv2,8,128,0,Ranger_Ranger_Layer
139,classes_block5_conv2,9,128,0,Ranger_Ranger_Layer
140,classes_block5_conv3,0,128,13,Ranger_Ranger_Layer
